id,Action
1,0.5097109434995668
2,1
3,0.9999408535748594
4,0.9981338924487602
5,0.9999204953959266
6,0.9858759018759019
7,0.9862780060433338
8,0.9999592105263159
9,0.6790013934374156
10,0.9963658269285004
11,0.9961674516328727
12,0.9728952794066696
13,0.9901978827689024
14,0.9677276110112902
15,0.9366805978001073
16,0.9970292383355307
17,0.958339560516207
18,0.9469986992937045
19,0.9998108842607893
20,0.991893642891812
21,0.9985519003987845
22,0.9997843686868687
23,0.9830907848792936
24,0.9974925243676692
25,0.9997895712851264
26,0.9631964675574076
27,0.9945812372433901
28,0.738282167047428
29,0.991819010041339
30,0.9916546593435154
31,0.9936413863449445
32,0.9828904069793857
33,0.9716037286552294
34,0.9845347515765099
35,0.996483368818691
36,0.9997549547627984
37,0.9360622122480288
38,0.9995671230408936
39,0.9294985717453037
40,0.9100637100150861
41,0.996518009721281
42,0.9961883485367736
43,0.9779583224506259
44,0.9982335389557453
45,0.987826353521721
46,0.9985521297974289
47,0.9998850187025463
48,0.99493488375701
49,0.9980475297187515
50,0.9984910258428467
51,0.9636988675173739
52,0.9928002895374693
53,0.9788742914585926
54,1
55,0.9516080599558243
56,0.9531043328851092
57,0.9818927354892296
58,0.999836722621067
59,0.9945533644636806
60,0.9985806593028692
61,0.9999777777777777
62,0.7472271687853291
63,0.9937964343552739
64,0.998397772330764
65,0.9990459343007279
66,0.9995826805355997
67,0.9732964094685354
68,0.9993711143151389
69,0.9231760269589728
70,0.6422875806361208
71,0.8765924522524686
72,0.9998593077117196
73,0.9988937884729885
74,0.9986183084376304
75,0.9995690951801427
76,0.9964234889010566
77,0.9892501336628787
78,0.6813636476667418
79,0.40535815117660784
80,0.9947075178014225
81,0.9993881937957931
82,0.9982343031292783
83,0.9947953693167374
84,0.9982879674118048
85,0.9918089006220623
86,0.975678522050233
87,0.9908351119701907
88,0.9988822170405754
89,0.9998124241177839
90,0.9078884043904095
91,0.9813155474044584
92,0.7722119471461789
93,0.999904761904762
94,0.935427841725439
95,0.9992649357550454
96,0.9924282825400615
97,0.6539696233825241
98,0.9916382924227739
99,0.9989321673515225
100,0.9994424069474256
101,0.9444893788162488
102,0.6991808730907714
103,0.9732375861600676
104,0.9778707074329028
105,0.2683675872384978
106,0.9819360319801781
107,0.9999018644637879
108,0.9045731262586145
109,0.9972479976257954
110,0.9982241833403209
111,0.8405459675415738
112,0.993136801377351
113,0.9921887114031971
114,0.9994483865503978
115,0.9269512437610675
116,0.9925449229438278
117,0.9975969961085582
118,0.9946404725009168
119,0.9992898550724637
120,0.9964246674920039
121,0.9301136734486337
122,0.990555558625148
123,0.9820341317960503
124,0.8986208428116675
125,0.9984116408187129
126,0.9096188029598258
127,0.8765519877010833
128,0.9509540901680849
129,0.9302599776008539
130,0.9941562227849993
131,0.9940386735380812
132,0.9913482976250291
133,0.9940191736420163
134,0.9656537672301121
135,0.9996517866984848
136,0.9040156830596149
137,0.9987942318232822
138,0.9976518620482777
139,0.8563559457159793
140,0.9999059892378004
141,0.9746498166759077
142,0.8428863559653601
143,0.9996950676236659
144,0.9984802471607782
145,0.999904526787921
146,0.9042412109108714
147,0.9728198318509054
148,0.9446631258054381
149,0.9997966245373169
150,0.998891999532564
151,0.9923790932586491
152,0.9135389517761946
153,0.9977429921781923
154,0.775548302093104
155,0.9938893377404393
156,0.911019215504769
157,0.9732310512534761
158,0.984286602821983
159,0.934463337684175
160,0.9804976102159081
161,0.5384141268764334
162,0.9386992040874288
163,0.9973046528084919
164,0.991115386468969
165,0.9994315263226711
166,1
167,0.9355451875821463
168,0.9967491764859628
169,0.9940881136985118
170,0.9963392036301743
171,0.9905279706159059
172,0.9766618730563548
173,0.9920541086700202
174,0.9909084919354679
175,0.9794186423947827
176,0.9993970833221625
177,0.8638960839604453
178,0.9991510971594412
179,0.9985979251412304
180,0.9728198318509054
181,0.23329512653189982
182,0.9941562227849993
183,0.9872936237854799
184,0.5764665745376466
185,0.9788973833532814
186,0.7945315583405266
187,0.996480136878708
188,0.9823138405493722
189,0.55281497030367
190,0.9887392994304014
191,0.99993410207761535
192,0.9907736195447019
193,0.9997922565163369
194,0.9980480846329319
195,0.9942239986128267
196,0.9994918624665684
197,0.999768993559038
198,0.9772314921972494
199,0.9894831671092246
200,0.5167698138430697
201,0.9847446532350383
202,0.8974037358127256
203,0.9858617254871638
204,0.9506482471629073
205,0.9864248612586414
206,0.983259046324307
207,0.9984762497656232
208,0.9525496992230997
209,0.7757474265690467
210,0.7725620097334522
211,0.9684482105584794
212,0.9965079016168926
213,0.9999290152203131
214,0.9885774092984203
215,0.9987788323412866
216,0.815255057219292
217,0.9845454964884168
218,0.9949521847705116
219,0.9940060786907151
220,0.9968058476205037
221,0.7500842335931505
222,0.999784322982712
223,0.9975678701461456
224,0.9425694902491094
225,0.9947801156750181
226,0.7796012149119343
227,0.898037094745198
228,0.9894117220835102
229,0.999917252357273
230,0.9931331511643077
231,0.9355162326498224
232,0.7737235606853838
233,0.9843915620900613
234,0.3011955385043882
235,0.9692472119615049
236,0.9219653995814737
237,0.9990954106410929
238,0.9953711692310953
239,0.9860030136153781
240,0.9957280423163803
241,0.9848373812684728
242,0.8025975318309956
243,0.24694605410114862
244,0.9996097193754925
245,0.9936689777494839
246,0.9968451043504777
247,0.9892208010174991
248,0.9512538704902348
249,0.9995079504494914
250,0.9990014451848553
251,0.9960963696160443
252,0.8060454150926532
253,0.9976
254,0.9974570113960352
255,0.9999897260273972
256,0.991456410326611
257,0.9975551481607428
258,0.8835889970871751
259,0.9888867102849525
260,0.9998926639261254
261,0.9923627417067665
262,0.9957114086067657
263,0.9042214759587941
264,0.9852733429422051
265,0.9992614781712327
266,0.9525496992230997
267,0.9863976826903372
268,0.997078267844131
269,0.9995079504494914
270,0.9841611875519013
271,0.9976156128664528
272,0.9768960883157649
273,0.9983702403774546
274,0.6379283156393264
275,0.998892289078215
276,0.87504099545660885
277,0.9991769294356722
278,0.9966666666666666
279,0.9908647735082409
280,0.9699630555593534
281,1
282,0.9994605894107392
283,0.9027846131517062
284,0.9755133537261182
285,0.9973165991103464
286,0.9536755101669289
287,0.9981016324730514
288,0.9941272752727937
289,0.9872676423108276
290,0.9992614781712327
291,0.8379801794636381
292,0.9261334462497138
293,0.9897684595084043
294,0.8985473624284027
295,0.9915411341696598
296,0.2838851997230422
297,0.5240067171410259
298,0.9538218722459064
299,0.4401874989889837
300,0.9824290334037483
301,0.41561617907719817
302,0.9867091705729167
303,0.7137671367894037
304,0.6526565044424838
305,0.9999297987616099
306,0.9861206437456143
307,0.9918089006220623
308,0.9965
309,0.9779504916806802
310,0.9953488852106916
311,0.9908011292625171
312,0.9874285694859719
313,0.9937907986387647
314,0.9969069595102015
315,0.9999739779959012
316,0.9982725659276688
317,0.8752369494775217
318,0.9975948535163929
319,0.8742383649186665
320,0.9968022757476642
321,0.980459603068953
322,0.23886795733022667
323,0.9999555240549828
324,0.9998873529446098
325,0.9978852081313071
326,0.8706595510071136
327,0.9776801046966449
328,0.9997655310446073
329,0.9924454474991368
330,0.9967088692475887
331,0.9904572386691393
332,0.9973894806678419
333,0.9995960528464796
334,0.9780870636648991
335,0.9995893949999658
336,0.9798423439377874
337,0.9941644402268555
338,0.9285675030258992
339,0.9759524876661504
340,0.9905489990897206
341,0.9115843461156239
342,0.9975380327819168
343,0.9100583794759212
344,0.9999909090909092
345,0.9960896907216495
346,0.9964902363589343
347,0.9493102869143489
348,0.994105526575742
349,0.9990217965868186
350,0.6198251452010165
351,0.9548981173501019
352,0.9956149505224852
353,0.9900755528987417
354,0.33351578954485644
355,0.959169937443471
356,0.9954808262076762
357,0.8524922465097592
358,0.9876524011177901
359,0.9938752050515525
360,0.7301293837688823
361,0.96219621824295
362,0.9953594314230125
363,0.9960935569925983
364,0.810704114027274
365,0.9954168699371735
366,0.999108340294313
367,0.9885520472746293
368,0.9997572163855274
369,0.9995702688487281
370,0.9822830061694418
371,0.9956449746403605
372,0.9995648033113057
373,0.9607848696280086
374,0.1258247549443349
375,0.9843037580064886
376,0.9984537413158736
377,0.42612437903847983
378,0.9962484357062312
379,0.9998428365911175
380,0.8478976593184533
381,0.9027174544670795
382,0.99493488375701
383,0.9994786498141112
384,0.9825803007412994
385,0.9368329422750646
386,0.9960836302770171
387,0.8336635935271799
388,0.995662724688111
389,0.9985049960738197
390,0.9936613617475467
391,0.9993135912753609
392,0.9941859130146556
393,0.9435188034344907
394,0.9987167016009098
395,0.8102137927702003
396,0.9983041745931426
397,0.999904526787921
398,0.9987353539225771
399,0.9833602755933404
400,0.9977028221235971
401,0.997908569911085
402,0.9959128362351378
403,0.9578327063334693
404,0.9970814704075851
405,0.9977039782637972
406,0.9309811360163887
407,0.9715680194793488
408,0.9828954753904877
409,0.9956449746403605
410,0.9963109867937984
411,0.9997057680586072
412,0.8623605431097524
413,0.8213214446120511
414,0.9741413689975628
415,0.9968757085809377
416,0.9911814670541228
417,0.9976604579953341
418,0.9769131306488442
419,0.9411073397920795
420,0.9952080516724856
421,0.9865012735253474
422,0.9973314456973295
423,0.9867175645204939
424,0.8065592224093664
425,0.9970771165125965
426,0.998160422237732
427,0.9964209707943685
428,0.9915490417391667
429,0.9448429113641365
430,0.9989527550746166
431,0.984997122993628
432,0.9907848203176651
433,0.9732375861600676
434,0.88837959615693
435,0.9884409342584105
436,0.9991150200454194
437,0.997692669307961
438,0.5373393523185874
439,0.9860497116563416
440,0.6813636476667418
441,0.9942321539382786
442,0.9999763573883161
443,0.9994733046924911
444,0.9904572386691393
445,0.867523984357288
446,0.9981839407438364
447,0.8923772917613443
448,0.9998323449666761
449,0.9947689574142381
450,0.9805183541179402
451,0.41431512302208306
452,0.9708903963832608
453,0.9952719530588494
454,0.9222285453880946
455,0.9964680692287149
456,0.9973310950511088
457,0.9994281198194517
458,0.9793584972563749
459,0.9995507843137256
460,0.707264927993599
461,0.7115490847226152
462,0.9999885714285714
463,0.9987366523447605
464,0.9945533644636806
465,0.9896971980907334
466,0.9967118359352454
467,0.15870458549339947
468,0.9563825937909677
469,0.9987835699116081
470,0.9891897835954933
471,0.9875771852796634
472,0.9974878363758939
473,0.9994322606411451
474,0.9956371792595833
475,0.9954932384541073
476,0.990859708975067
477,0.9982277891619853
478,0.9923575100802778
479,0.9993286115020075
480,0.9999170939077785
481,0.9996576250307959
482,0.9889633245399142
483,0.9969265899723869
484,0.9975380327819168
485,0.9941821759313296
486,0.9506482471629073
487,0.9417426333349979
488,0.9884971926747177
489,0.9995195000729754
490,0.9506482471629073
491,0.9892083408163651
492,0.9976571642939492
493,0.8273348054368547
494,0.9995832722712812
495,0.9463469668238874
496,0.9992372773069591
497,0.999303344752672
498,0.998902682687183
499,0.9972111210511847
500,0.9861855667636467
501,0.9995135072151601
502,0.8821359243171925
503,0.9678053631652718
504,0.9961334017483405
505,0.9847159803077308
506,0.9932406827125274
507,0.9986949440417464
508,0.9943588453987727
509,0.9911048290543558
510,0.3104211607867972
511,0.9899019139429143
512,0.9868425784312639
513,0.99647553241222675
514,0.6510724971506313
515,0.9983084456006533
516,0.9958171868698009
517,0.9992235528315443
518,0.9301123039598489
519,0.9721851047909156
520,0.7730855187737682
521,0.9950915661984471
522,0.8807349277180997
523,0.9994405318821836
524,0.18773306799424666
525,0.9399080706708897
526,0.396255753653554
527,0.9983664111838345
528,0.9632426556700897
529,0.9769885013477089
530,0.9998913718185347
531,0.9959330968583547
532,0.9969069595102015
533,0.9981075306810497
534,0.9396961432665119
535,0.9963487764603985
536,0.9998146269301594
537,0.9923326044924673
538,0.9790821692405388
539,0.9892208010174991
540,0.9803333416058856
541,0.9865779820960868
542,0.9911120111601686
543,0.8253139146864347
544,0.99995
545,0.9593272356327235
546,0.9992585220851202
547,0.4793718944843974
548,0.8827834155115961
549,0.9881966758396067
550,0.9671024746940883
551,0.997239721911503
552,0.9904995680339295
553,0.9614439386867465
554,0.9243572958276027
555,0.9908647735082409
556,0.9967491764859628
557,0.9961568769502139
558,0.9610358770758248
559,0.9800378630037619
560,0.9902745812620575
561,0.9771065056966203
562,0.997779234503695
563,0.9967027145992696
564,0.8579211750870442
565,0.9996983333361864
566,0.9322261906512277
567,0.9223998612675998
568,0.7867920492483268
569,0.9949513444059405
570,0.9577935621345732
571,0.5332037880100525
572,0.978184483311096
573,0.8392728611347166
574,0.7657121993236665
575,0.9999061702833496
576,0.9996347101828905
577,0.9967280715258371
578,0.9901708874650454
579,0.9740334450041731
580,0.9969715178991031
581,0.9974798511751984
582,0.9982902512052392
583,0.9986153913574028
584,0.9918085641657535
585,0.9978175580985029
586,0.98956602141737815
587,0.9992048893187339
588,0.9933532515498905
589,0.9990846085656804
590,0.9657514963873965
591,0.960070524189699
592,0.9907207639778061
593,0.8091646162222805
594,0.9986475106613266
595,0.9991317955807242
596,0.9998764650874618
597,0.993538981822481
598,0.9809907250395874
599,0.9621025672154031
600,0.9862602091216167
601,0.9998031711986647
602,0.9425694902491094
603,0.9999761904761905
604,0.949073138209719
605,0.9972177484628597
606,0.9925985247780179
607,0.9942638075353601
608,0.996952796405965
609,0.9959061272465217
610,0.9193923335617376
611,0.9788742914585926
612,0.9656979739741206
613,0.9903587062014325
614,0.8522785508855719
615,0.9959204033853263
616,0.39258348501722323
617,0.9701747106957442
618,0.9419472949959452
619,0.9967231850108309
620,0.9928818864895902
621,0.999768993559038
622,0.9565047263998133
623,0.9844710703365652
624,0.9553080507736466
625,0.9972177484628597
626,0.9921760514022878
627,0.9964515253121777
628,0.9743632015803124
629,0.9965260587434576
630,0.999411063130181
631,0.9974668326092824
632,0.9008275167605826
633,0.9996347101828905
634,0.9976177167312397
635,0.9435874469201571
636,0.9951814545792192
637,0.9952994563422115
638,0.9855201628889365
639,0.9924600547852133
640,0.9974474323059996
641,0.9988788797466773
642,0.9284043421781156
643,0.9807304846437863
644,0.9843939805810161
645,0.9959077462831356
646,0.7563031722662563
647,0.9919989503514228
648,0.7718070196283635
649,0.9991306541200103
650,0.9328721271256764
651,0.9842591769295214
652,0.9997803161371055
653,0.47981533252953584
654,0.9391636893190248
655,0.9574737404580482
656,0.9894831671092246
657,0.9839189123130929
658,0.9950878221146063
659,0.7493622044594496
660,0.9800666092504936
661,0.9783664212261824
662,0.9966351956968005
663,0.9972049061004291
664,0.994916172782516
665,0.90129290126992
666,0.6839544377624471
667,0.8740024799372826
668,0.9940035936189653
669,0.993787124696106
670,0.9474386124439794
671,0.948817276837583
672,0.95293762680493
673,0.4946498787225332
674,0.9933972448151366
675,0.979265276669354
676,0.9935708103047388
677,0.9092790147124846
678,0.9975286413328284
679,0.98431018663269
680,0.9740437937247097
681,0.7803578056442988
682,0.8705170812900821
683,0.9933534129669062
684,0.99848337190117
685,0.988382668344902
686,0.9206507945063463
687,0.9823138405493722
688,0.9679875289247126
689,0.9973010956346141
690,0.99907879105003
691,0.9990945025388575
692,0.9737937690848953
693,0.8768538169790561
694,0.996480136878708
695,0.9988835268346931
696,0.7770000825864957
697,0.9958534087336488
698,0.9946331725689973
699,0.9732669822893749
700,0.9938752050515525
701,0.91771893166381735
702,0.998995120857936
703,0.9969730142425058
704,0.7420788580594793
705,0.815255057219292
706,0.8808927656183753
707,0.9699561565600159
708,0.9970441688202837
709,0.9967803012039546
710,0.9933786333315712
711,0.8256610797601305
712,0.9979309892736613
713,0.9989421461048389
714,0.9982644479050733
715,0.999399900824734
716,0.8953308345519564
717,0.7775726313957485
718,0.9701747106957442
719,0.9198221981556487
720,0.942220256883338
721,0.949751821224861
722,0.9924869222726153
723,0.9741521307969838
724,0.910130632275275
725,0.9997549547627984
726,0.9312842423298979
727,0.9953637559262098
728,0.9957230697900266
729,0.9664752406363717
730,0.8957219772160621
731,0.8439545770474997
732,0.9996938616938617
733,0.99976875
734,0.9999478637230759
735,0.9473891515113629
736,0.7811621567009973
737,0.9752495784181064
738,0.9921091836734693
739,0.9939127828014245
740,0.9995558916561397
741,0.9955396096857683
742,0.9900040673553681
743,0.9995690951801427
744,0.9989013673098369
745,0.9994523565853866
746,0.9964082612450648
747,0.9981355835387699
748,0.9973010956346141
749,0.9992146055701808
750,0.9999478637230759
751,0.9843302575749097
752,0.9913786442386845
753,0.9918089006220623
754,0.9983872551818556
755,0.9992127479554964
756,0.9240971109230838
757,0.999752180769536
758,0.9942865889479208
759,0.9900413687890143
760,0.9988677943001008
761,0.9985820512820511
762,0.9806358923601589
763,0.8728607504370172
764,0.9295027114336197
765,0.9962599558045085
766,0.9651582610712663
767,0.7808473135622415
768,0.998944832332351
769,0.9811031835704617
770,0.9932690128410236
771,0.9993854057561947
772,0.9891650827269308
773,0.9991372808668024
774,0.969742964640572
775,0.9922936557536585
776,0.588256248925485
777,0.9862957400691703
778,0.9821927534039246
779,0.9980994940971997
780,0.8509923726530628
781,0.9607848696280086
782,0.9997088319239604
783,0.9986433333333333
784,0.9820028298876262
785,0.8622487498878337
786,0.9913698641501222
787,0.9974094336674106
788,0.961656109178405
789,0.9998289685279245
790,0.8626116020384301
791,0.9565419523420919
792,0.9999514398644834
793,0.9769262056998765
794,0.9384638633635642
795,0.9957133590602194
796,0.9659406568693741
797,0.9949390734482169
798,0.9953471332541234
799,0.619126734637945
800,0.9931722932213616
801,0.9963648942465452
802,0.9897083235982753
803,0.9466791348006423
804,0.9894159827688532
805,0.9846773448840085
806,0.9979309892736613
807,0.806480610741636
808,0.9171355210101195
809,0.9449807572576111
810,0.9788742914585926
811,0.9937072978301763
812,0.2683675872384978
813,0.9997669024593858
814,0.9769131306488442
815,0.8025975318309956
816,0.9999750000000001
817,1
818,0.9172869927517511
819,0.9319266134074579
820,0.9511443799613438
821,0.9574343603848482
822,0.9946386227196671
823,0.99933485654752785
824,0.9739766655217624
825,0.9946545039865006
826,0.9409735910780733
827,0.9991837270719865
828,0.9996269768991511
829,0.9995980182257357
830,0.9993364705268005
831,0.8984900168767876
832,0.9965552880018965
833,0.9976430639589641
834,0.9902581849638847
835,0.99995
836,0.9987012948896233
837,0.986953372914652
838,0.9956982181576423
839,0.9529127604205015
840,0.9662835526679384
841,0.9239888025244739
842,0.9997688972357298
843,0.9986453212149166
844,0.9998895530320929
845,0.9872936237854799
846,0.9980131374129472
847,0.9573517522357792
848,0.9998108842607893
849,0.9604329320686571
850,0.41632555326667603
851,0.9993517619950986
852,0.900315899551153
853,0.9411199012505658
854,0.6065055981866929
855,0.9965054416300536
856,0.9988027092270485
857,0.98567483707657
858,0.9859311227340936
859,0.997012130147758
860,0.999400074616699
861,0.9970905972274485
862,0.9474347163182131
863,0.9942917472904121
864,0.8354873362647637
865,0.767291372059846
866,0.8526915235203693
867,0.9941283481811847
868,0.9925528570520965
869,0.9982579984603499
870,0.972192196763814
871,0.9965054416300536
872,0.9700726209261386
873,0.9974775243048803
874,0.9886122774662895
875,0.999622620316387
876,0.9893451501896753
877,0.987847477355478
878,0.9835703409847008
879,0.9779583224506259
880,0.9506482471629073
881,0.8935520125348302
882,0.9982803928325418
883,0.9991670523652781
884,0.9882580745902786
885,0.8707350122297695
886,0.9999641269841271
887,0.9935987012418173
888,0.9967027145992696
889,0.9674374516836592
890,0.9989385235821826
891,0.9887772152515327
892,0.9538762571203222
893,0.989546343843716
894,0.994540387395553
895,0.99907879105003
896,0.9938327327870509
897,0.7168169860945243
898,0.9854252523571192
899,0.9938752050515525
900,0.9984711692443874
901,0.9988009945032135
902,0.957266541466744
903,0.9939539249665109
904,0.99542286003043845
905,0.9980827863449562
906,0.972192196763814
907,0.9959677769886442
908,0.9994000141699323
909,0.8628278227444531
910,0.9203466709687271
911,0.8548570186390505
912,0.9231192907732746
913,0.9996780683022197
914,0.9992776684957575
915,0.9892091190083587
916,0.9877933075618538
917,0.9954932384541073
918,0.9704198199127403
919,0.9980940114179365
920,0.9532678411016036
921,0.9999865268830787
922,0.9977169360950896
923,0.7886925957754141
924,0.9154901238418921
925,0.8095803327125775
926,0.9999686928006172
927,0.9992518850912278
928,0.9990970437058374
929,0.9967027145992696
930,0.9998759018759019
931,0.9970656464438694
932,0.9961982704463433
933,0.972192196763814
934,0.7477591854514317
935,0.9837781442602138
936,0.9628332990789893
937,0.9851038881786386
938,0.9956482342437922
939,0.8522785508855719
940,0.9978244805514186
941,0.9968757085809377
942,0.9995780409633919
943,0.6138132708871222
944,0.99542286003043845
945,0.9853826775275629
946,0.9937680778304333
947,0.9996456955450499
948,0.9577783076179299
949,0.9910085340129167
950,0.9995960528464796
951,0.9990280783280242
952,0.7577950628162752
953,0.9891551205844744
954,0.9731674636164158
955,0.9669747045328049
956,0.4423620298562904
957,0.9945990555007084
958,0.9474962010056626
959,0.8446637062883757
960,0.827950571496876
961,0.835971175024991
962,0.998803411635206
963,0.9915840866310012
964,0.9572284745081472
965,0.9855278249593642
966,0.9993135912753609
967,0.9932670596227166
968,0.9722637057680285
969,0.9987835699116081
970,0.9630887352706301
971,0.9942589570503049
972,0.9998850187025463
973,0.9976278326737231
974,0.998626153416309
975,0.8652052393158991
976,0.9725493655750472
977,0.9924600547852133
978,0.850706131081036
979,0.9525496992230997
980,0.5332037880100525
981,0.9976895012692134
982,0.9963658269285004
