id,Action
1,0.11058988347030255
2,0.7632052321676265
3,0.9463857823116286
4,0.481601912421315
5,0.9771479674435404
6,0.9845223970300531
7,0.9018460632811515
8,0.9787728825693421
9,0.05363740953958584
10,0.7486896373141562
11,0.9219193171687865
12,0.5079242834301423
13,0.5062118138320737
14,0.14713104382959652
15,0.6665623403191514
16,0.8164208925612393
17,0.44816462158557263
18,0.33424409754062173
19,0.7559730588282951
20,0.8540982802904206
21,0.9955364584543274
22,0.6001760787970215
23,0.2084280343368635
24,0.6201088571141403
25,0.4654086923681635
26,0.7808397357252116
27,0.4309298338075936
28,0.07731047988734101
29,0.8579476149959578
30,0.31024118536716616
31,0.6536837974655975
32,0.6672675158647191
33,0.7395342235141502
34,0.714798567674063
35,0.5413098166171243
36,0.8763228071303051
37,0.5836396834824329
38,0.9542479560480427
39,0.3250638510321412
40,0.22476140352773238
41,0.47753678534218386
42,0.947818063514111
43,0.734878790513729
44,0.7139997805804242
45,0.670187333768003
46,0.6638978932219903
47,0.9741378355075669
48,0.5193848540774868
49,0.9829771863918302
50,0.824965632591512
51,0.9012953477145544
52,0.7661220317160621
53,0.7645121614176641
54,0.7731631944134391
55,0.5747601545936168
56,0.41056171072607295
57,0.6597320865667835
58,0.9841141557330325
59,0.6532568437342032
60,0.8209848834459015
61,0.9684107403758264
62,0.8595402853709471
63,0.618224009721647
64,0.8832451457882234
65,0.9764867254878035
66,0.8702987875763003
67,0.4109572296615761
68,0.7669597078772563
69,0.6169433017131394
70,0.14736360072261656
71,0.512000748494986
72,0.8405027580285008
73,0.6709809537764536
74,0.9078830656144651
75,0.6701921335191249
76,0.7600046157732032
77,0.9517132395941172
78,0.4390588679632653
79,0.19293367675089512
80,0.9816112093638379
81,0.9189284956839165
82,0.8680210325499179
83,0.8251640084538902
84,0.894552881351444
85,0.681627300015879
86,0.5089889810172364
87,0.44363516629570077
88,0.971728458742934
89,0.7999912157597499
90,0.5180036794064871
91,0.777113675399671
92,0.4184438323871127
93,0.9639939703397062
94,0.4142360428127238
95,0.9806803042507186
96,0.6523032928245829
97,0.21817362749954133
98,0.7718263866598163
99,0.8803221321532553
100,0.9005618384393352
101,0.6738299176666778
102,0.061237186348803145
103,0.7308011315873557
104,0.4025302120823054
105,0.3032951856446519
106,0.9444247379642529
107,0.9360571455552732
108,0.4124661345303067
109,0.78242188969694
110,0.819590345489381
111,0.4050762289555119
112,0.5140465837651507
113,0.8039635376400923
114,0.9744452864717632
115,0.567655395997162
116,0.5588057528644983
117,0.744220848342071
118,0.9271988381142419
119,0.9982866170932662
120,0.9071962792368746
121,0.9035686332481973
122,0.8400674071830307
123,0.2603956920665488
124,0.6403988812406487
125,0.9759679877742797
126,0.30541938745083563
127,0.06852594624220583
128,0.572847043688397
129,0.4125292170003466
130,0.20650104952914777
131,0.9561511219887208
132,0.683211481471456
133,0.7374859806440267
134,0.25307170434629217
135,0.9364937126772859
136,0.27519802033152635
137,0.8247339247556108
138,0.6838282126761271
139,0.3095656966935228
140,0.7790250596607431
141,0.9856418593283088
142,0.3148037736598016
143,0.841845894197169
144,0.789265856875257
145,0.9857008410786542
146,0.3333684360921052
147,0.060609541219894154
148,0.5791909420293664
149,0.9426186623802534
150,0.7278991664194634
151,0.7425205337234678
152,0.8460173639647101
153,0.7605292082742016
154,0.46455823413568215
155,0.6759134577893613
156,0.804242737763832
157,0.851597536900645
158,0.4496235551332119
159,0.9438871864534699
160,0.36656207301216037
161,0.06763469026592817
162,0.8944218167093557
163,0.8632141442150618
164,0.8695181833265803
165,0.8469006432470585
166,0.9698825792432378
167,0.6040385372733531
168,0.9305047234875695
169,0.42909579691386857
170,0.8525429647845514
171,0.7558985534226136
172,0.6972136698571775
173,0.6976115786198628
174,0.9341137953942319
175,0.8631028857601774
176,0.8970310767210494
177,0.38527068555828686
178,0.9722362288584812
179,0.9940017080195084
180,0.060609541219894154
181,0.024972389919603176
182,0.20650104952914777
183,0.6197363042818907
184,0.48901321557688804
185,0.7149246705402452
186,0.10268826302168534
187,0.939857668142309
188,0.578926058156583
189,0.21344096647743682
190,0.7008219596321827
191,0.9970851688396392
192,0.7187220011435893
193,0.9955911586085456
194,0.8819625945157753
195,0.7325678841292029
196,0.9957410064717724
197,0.8199029382138473
198,0.6189785516876201
199,0.6070790342259832
200,0.047627874881724125
201,0.48954063400833553
202,0.43687011670653975
203,0.39633644016295466
204,0.5585027914167392
205,0.8404899403060064
206,0.8402208856648768
207,0.7833276803315549
208,0.6316224915688406
209,0.3520101338875241
210,0.8467425823419773
211,0.6339559071859944
212,0.3593938052847596
213,0.973508658651509
214,0.3012779369633217
215,0.9446068568340242
216,0.6103396709632111
217,0.7107601095027128
218,0.932444775926154
219,0.9333297140340203
220,0.5625323442171204
221,0.33851261674108263
222,0.962511118070958
223,0.9003651971583909
224,0.33643286054309
225,0.8867268632134426
226,0.4789531764849089
227,0.3154209918628988
228,0.425267907150853
229,0.9812733411894556
230,0.8420083065888875
231,0.6494378694235586
232,0.3268043637667921
233,0.6430628088248725
234,0.26625841375815384
235,0.6818445630526798
236,0.34939202067074504
237,0.867350616937439
238,0.5365064775332262
239,0.7342843445981144
240,0.8450931346800721
241,0.5980956409267051
242,0.15755787905003646
243,0.3775584261407955
244,0.9719829289782961
245,0.2773472483501904
246,0.9313566083488853
247,0.6824931448974099
248,0.7220487026680069
249,0.880955059325423
250,0.8613470102754187
251,0.9495320101332272
252,0.5693054365317396
253,0.9525074778529342
254,0.8231151231225289
255,0.967662961007062
256,0.6630839280124581
257,0.7255919703562349
258,0.20135611086777472
259,0.3994820787114676
260,0.9973123193874819
261,0.8724122374583421
262,0.5348689754742783
263,0.5850555926988641
264,0.868491904790849
265,0.6934562946706208
266,0.6316224915688406
267,0.47058959211003765
268,0.74090205995955
269,0.880955059325423
270,0.691079978656258
271,0.7731550717681808
272,0.37449483859859944
273,0.5267811140242855
274,0.7243902569210174
275,0.649280290310807
276,0.24018860871694944
277,0.9529178436551085
278,0.9518868792866437
279,0.4264453555238728
280,0.34588560310376454
281,0.998848495689304
282,0.7905276801973402
283,0.1966111006135532
284,0.6247267570610917
285,0.6665626421744786
